證券代碼,簡稱,年月日,開盤價(元),收盤價(元),成交量(千股)
00679B ,元大美債20年 ,20181109,    34.4220,    34.6148,      474
00697B ,元大美債7-10 ,20181109,    37.0378,    37.0669,      460
00687B ,國泰20年美債 ,20181109,    35.8937,    35.9712,      208
00694B ,富邦美債1-3  ,20181109,    39.3502,    39.3990,      304
00695B ,富邦美債7-10 ,20181109,    35.3862,    35.4322,      359
00719B ,元大美債1-3  ,20181109,    31.0272,    31.0370,      450
00696B ,富邦美債20年 ,20181112,    36.6212,    36.6887,      305
00679B ,元大美債20年 ,20181112,    34.7401,    34.8269,      451
00697B ,元大美債7-10 ,20181112,    37.2123,    37.2220,      450
00687B ,國泰20年美債 ,20181112,    36.2231,    36.2231,      302
00694B ,富邦美債1-3  ,20181112,    39.4478,    39.4478,      300
00695B ,富邦美債7-10 ,20181112,    35.6441,    35.6441,      300
00719B ,元大美債1-3  ,20181112,    31.1646,    31.1352,      450
00696B ,富邦美債20年 ,20181113,    36.8621,    36.7176,    28352
00679B ,元大美債20年 ,20181113,    34.9618,    34.9618,      456
00697B ,元大美債7-10 ,20181113,    37.4256,    37.3771,      452
00687B ,國泰20年美債 ,20181113,    36.4750,    36.3588,    40244
00694B ,富邦美債1-3  ,20181113,    39.5941,    39.5941,      302
00695B ,富邦美債7-10 ,20181113,    35.8100,    35.7639,      301
00719B ,元大美債1-3  ,20181113,    31.2530,    31.2235,      450
00696B ,富邦美債20年 ,20181114,    36.9392,    36.8910,      368
00679B ,元大美債20年 ,20181114,    35.0486,    35.1064,      458
00697B ,元大美債7-10 ,20181114,    37.4062,    37.4353,      454
00687B ,國泰20年美債 ,20181114,    36.4556,    36.5041,      221
00694B ,富邦美債1-3  ,20181114,    39.5453,    39.5453,      300
00695B ,富邦美債7-10 ,20181114,    35.8192,    35.8007,      307
00719B ,元大美債1-3  ,20181114,    31.1843,    31.1941,      450
00696B ,富邦美債20年 ,20181115,    36.9103,    36.8910,      305
00679B ,元大美債20年 ,20181115,    35.1546,    35.0679,      451
00697B ,元大美債7-10 ,20181115,    37.4741,    37.4256,      461
00687B ,國泰20年美債 ,20181115,    36.4750,    36.4847,      229
00694B ,富邦美債1-3  ,20181115,    39.5745,    39.5745,      300
00695B ,富邦美債7-10 ,20181115,    35.9297,    35.9021,      318
00719B ,元大美債1-3  ,20181115,    31.2333,    31.2530,      451
00696B ,富邦美債20年 ,20181116,    36.9007,    36.9296,      540
00679B ,元大美債20年 ,20181116,    35.0390,    35.1161,      467
00697B ,元大美債7-10 ,20181116,    37.4741,    37.4741,      452
00687B ,國泰20年美債 ,20181116,    36.4750,    36.5138,      257
00694B ,富邦美債1-3  ,20181116,    39.5843,    39.5941,      309
00695B ,富邦美債7-10 ,20181116,    35.9021,    35.9666,      320
00719B ,元大美債1-3  ,20181116,    31.2039,    31.2137,      450
00696B ,富邦美債20年 ,20181119,    37.1513,    37.2091,    70912
00679B ,元大美債20年 ,20181119,    35.2896,    35.3571,      465
00697B ,元大美債7-10 ,20181119,    37.5613,    37.6486,      456
00687B ,國泰20年美債 ,20181119,    36.7269,    36.8044,    21227
00694B ,富邦美債1-3  ,20181119,    39.6136,    39.5941,      301
00695B ,富邦美債7-10 ,20181119,    36.0126,    36.0956,      301
00719B ,元大美債1-3  ,20181119,    31.2628,    31.2726,      450
00696B ,富邦美債20年 ,20181120,    37.2187,    37.2091,      309
00679B ,元大美債20年 ,20181120,    35.3763,    35.3378,      461
00697B ,元大美債7-10 ,20181120,    37.6292,    37.6777,      452
00687B ,國泰20年美債 ,20181120,    36.8044,    36.7366,    25003
00694B ,富邦美債1-3  ,20181120,    39.7111,    39.6526,      301
00695B ,富邦美債7-10 ,20181120,    36.0863,    36.0771,      304
00719B ,元大美債1-3  ,20181120,    31.3021,    31.2923,      450
00696B ,富邦美債20年 ,20181121,    37.2091,    37.1513,    20311
00679B ,元大美債20年 ,20181121,    35.3571,    35.3763,    20477
00697B ,元大美債7-10 ,20181121,    37.6777,    37.6583,      450
00687B ,國泰20年美債 ,20181121,    36.8141,    36.7657,    12201
00694B ,富邦美債1-3  ,20181121,    39.7696,    39.6623,      307
00695B ,富邦美債7-10 ,20181121,    36.0771,    36.0771,      310
00719B ,元大美債1-3  ,20181121,    31.3119,    31.2923,      451
00696B ,富邦美債20年 ,20181122,    37.1609,    37.2187,      311
00679B ,元大美債20年 ,20181122,    35.4006,    35.4200,      452
00697B ,元大美債7-10 ,20181122,    37.6486,    37.6971,      451
00687B ,國泰20年美債 ,20181122,    36.8044,    36.8044,      206
00694B ,富邦美債1-3  ,20181122,    39.6428,    39.6428,      300
00695B ,富邦美債7-10 ,20181122,    36.0771,    36.1508,      303
00719B ,元大美債1-3  ,20181122,    31.2824,    31.2923,      450
00696B ,富邦美債20年 ,20181123,    37.2862,    37.1994,      301
00679B ,元大美債20年 ,20181123,    35.4394,    35.4685,      532
00697B ,元大美債7-10 ,20181123,    37.6583,    37.6486,      460
00687B ,國泰20年美債 ,20181123,    36.8044,    36.8238,      211
00694B ,富邦美債1-3  ,20181123,    39.6721,    39.6916,      304
00695B ,富邦美債7-10 ,20181123,    36.1508,    36.1508,      300
00719B ,元大美債1-3  ,20181123,    31.3217,    31.3217,      452
00696B ,富邦美債20年 ,20181126,    37.2476,    37.3247,      309
00679B ,元大美債20年 ,20181126,    35.5073,    35.4782,      458
00697B ,元大美債7-10 ,20181126,    37.6680,    37.6680,      470
00687B ,國泰20年美債 ,20181126,    36.8722,    36.8625,      411
00694B ,富邦美債1-3  ,20181126,    39.6916,    39.6623,      307
00695B ,富邦美債7-10 ,20181126,    36.1600,    36.1693,      319
00719B ,元大美債1-3  ,20181126,    31.3021,    31.2923,      453
00696B ,富邦美債20年 ,20181127,    37.2573,    37.2187,      501
00679B ,元大美債20年 ,20181127,    35.4200,    35.4491,      450
00697B ,元大美債7-10 ,20181127,    37.6583,    37.6583,      450
00687B ,國泰20年美債 ,20181127,    36.7850,    36.8044,      206
00694B ,富邦美債1-3  ,20181127,    39.6526,    39.5941,      302
00695B ,富邦美債7-10 ,20181127,    36.1693,    36.0771,      509
00719B ,元大美債1-3  ,20181127,    31.3119,    31.3021,      450
00696B ,富邦美債20年 ,20181128,    37.1994,    37.2380,      302
00679B ,元大美債20年 ,20181128,    35.4200,    35.4103,      464
00697B ,元大美債7-10 ,20181128,    37.6777,    37.6777,      451
00687B ,國泰20年美債 ,20181128,    36.7947,    36.7850,      206
00694B ,富邦美債1-3  ,20181128,    39.6526,    39.6916,      304
00695B ,富邦美債7-10 ,20181128,    36.1140,    36.1600,      308
00719B ,元大美債1-3  ,20181128,    31.3119,    31.2923,      450
00696B ,富邦美債20年 ,20181129,    37.1513,    37.1416,      502
00679B ,元大美債20年 ,20181129,    35.2938,    35.3618,      616
00697B ,元大美債7-10 ,20181129,    37.7165,    37.7262,      476
00687B ,國泰20年美債 ,20181129,    36.5719,    36.6300,      897
00694B ,富邦美債1-3  ,20181129,    39.6916,    39.5745,      311
00695B ,富邦美債7-10 ,20181129,    36.1877,    36.0219,      517
00719B ,元大美債1-3  ,20181129,    31.2923,    31.2235,      490
00696B ,富邦美債20年 ,20181130,    37.1031,    37.1320,      301
00679B ,元大美債20年 ,20181130,    35.3036,    35.3133,      524
00697B ,元大美債7-10 ,20181130,    37.7262,    37.6874,      454
00687B ,國泰20年美債 ,20181130,    36.6300,    36.6882,    39202
00694B ,富邦美債1-3  ,20181130,    39.6233,    39.6038,      308
00695B ,富邦美債7-10 ,20181130,    35.8652,    35.9297,      501
00719B ,元大美債1-3  ,20181130,    31.0959,    31.2628,      451
00696B ,富邦美債20年 ,20181203,    37.0934,    37.0934,      300
00679B ,元大美債20年 ,20181203,    35.3715,    35.2744,      464
00697B ,元大美債7-10 ,20181203,    37.6389,    37.6292,      450
00687B ,國泰20年美債 ,20181203,    36.6300,    36.5622,      204
00694B ,富邦美債1-3  ,20181203,    39.5941,    39.5745,      305
00695B ,富邦美債7-10 ,20181203,    35.9297,    35.9297,      304
00719B ,元大美債1-3  ,20181203,    31.1548,    31.1450,      452
00696B ,富邦美債20年 ,20181204,    37.4211,    37.6717,      304
00679B ,元大美債20年 ,20181204,    35.6335,    35.8082,    13998
00697B ,元大美債7-10 ,20181204,    37.8134,    37.8134,      451
00687B ,國泰20年美債 ,20181204,    37.2016,    37.2694,      237
00694B ,富邦美債1-3  ,20181204,    39.5160,    39.4965,      323
00695B ,富邦美債7-10 ,20181204,    35.9021,    35.9021,      300
00719B ,元大美債1-3  ,20181204,    31.1548,    31.1450,      450
00696B ,富邦美債20年 ,20181205,    38.0668,    38.0957,      305
00679B ,元大美債20年 ,20181205,    35.9537,    36.0993,      526
00697B ,元大美債7-10 ,20181205,    37.9976,    37.9879,      450
00687B ,國泰20年美債 ,20181205,    37.4051,    37.5310,      204
00694B ,富邦美債1-3  ,20181205,    39.5745,    39.5160,      301
00695B ,富邦美債7-10 ,20181205,    36.0219,    36.0219,      302
00719B ,元大美債1-3  ,20181205,    31.2039,    31.2726,      451
00696B ,富邦美債20年 ,20181206,    38.2113,    38.4523,      396
00679B ,元大美債20年 ,20181206,    36.1672,    36.4195,     3123
00697B ,元大美債7-10 ,20181206,    38.0849,    38.1140,      455
00687B ,國泰20年美債 ,20181206,    37.7829,    37.9379,      687
00694B ,富邦美債1-3  ,20181206,    39.5355,    39.6233,      872
00695B ,富邦美債7-10 ,20181206,    36.0679,    36.1048,      335
00719B ,元大美債1-3  ,20181206,    31.2824,    31.3217,      453
00696B ,富邦美債20年 ,20181207,    38.3173,    38.2595,      305
00679B ,元大美債20年 ,20181207,    36.3613,    36.3322,      467
00697B ,元大美債7-10 ,20181207,    38.1625,    38.1334,      450
00687B ,國泰20年美債 ,20181207,    37.8120,    37.8507,      208
00694B ,富邦美債1-3  ,20181207,    39.5648,    39.6428,      308
00695B ,富邦美債7-10 ,20181207,    36.1416,    36.0679,      308
00719B ,元大美債1-3  ,20181207,    31.2628,    31.2726,      481
00696B ,富邦美債20年 ,20181210,    38.5583,    38.5679,      348
00679B ,元大美債20年 ,20181210,    36.4389,    36.5457,      803
00697B ,元大美債7-10 ,20181210,    38.3564,    38.3467,      451
00687B ,國泰20年美債 ,20181210,    38.0541,    38.0445,      388
00694B ,富邦美債1-3  ,20181210,    39.6428,    39.6916,      724
00695B ,富邦美債7-10 ,20181210,    36.2245,    36.3351,      303
00719B ,元大美債1-3  ,20181210,    31.3610,    31.3414,      450
00696B ,富邦美債20年 ,20181211,    38.5005,    38.5294,      306
00679B ,元大美債20年 ,20181211,    36.5554,    36.5457,      472
00697B ,元大美債7-10 ,20181211,    38.2885,    38.2982,      453
00687B ,國泰20年美債 ,20181211,    38.0638,    38.0638,      201
00694B ,富邦美債1-3  ,20181211,    39.6916,    39.6818,      400
00695B ,富邦美債7-10 ,20181211,    36.2798,    36.1600,      359
00719B ,元大美債1-3  ,20181211,    31.3217,    31.3512,      465
00696B ,富邦美債20年 ,20181212,    38.4137,    38.4137,      306
00679B ,元大美債20年 ,20181212,    36.5360,    36.5069,   104491
00697B ,元大美債7-10 ,20181212,    38.2885,    38.1431,      453
00687B ,國泰20年美債 ,20181212,    38.0348,    37.9670,      373
00694B ,富邦美債1-3  ,20181212,    39.7111,    39.6526,      401
00695B ,富邦美債7-10 ,20181212,    36.1140,    36.1140,      301
00719B ,元大美債1-3  ,20181212,    31.3119,    31.2628,      450
00696B ,富邦美債20年 ,20181213,    38.3366,    38.2595,    19801
00679B ,元大美債20年 ,20181213,    36.5069,    36.3613,      552
00697B ,元大美債7-10 ,20181213,    38.1043,    38.1140,      450
00687B ,國泰20年美債 ,20181213,    37.9185,    37.8507,      212
00694B ,富邦美債1-3  ,20181213,    39.5453,    39.6721,      460
00695B ,富邦美債7-10 ,20181213,    36.0679,    36.0679,      301
00719B ,元大美債1-3  ,20181213,    31.2824,    31.2923,      450
00696B ,富邦美債20年 ,20181214,    38.3173,    38.3173,      300
00679B ,元大美債20年 ,20181214,    36.3613,    36.4001,      906
00697B ,元大美債7-10 ,20181214,    38.1625,    38.1431,      456
00687B ,國泰20年美債 ,20181214,    37.8991,    37.8991,    26200
00694B ,富邦美債1-3  ,20181214,    39.6721,    39.7111,      326
00695B ,富邦美債7-10 ,20181214,    36.1324,    36.1140,      303
00719B ,元大美債1-3  ,20181214,    31.3610,    31.3414,      452
00696B ,富邦美債20年 ,20181217,    38.3944,    38.4330,     2907
00679B ,元大美債20年 ,20181217,    36.4195,    36.4972,      480
00697B ,元大美債7-10 ,20181217,    38.2013,    38.1916,      450
00687B ,國泰20年美債 ,20181217,    37.9766,    37.9573,    23208
00694B ,富邦美債1-3  ,20181217,    39.7793,    39.7501,      358
00695B ,富邦美債7-10 ,20181217,    36.1785,    36.1969,      318
00719B ,元大美債1-3  ,20181217,    31.3217,    31.3217,      451
00696B ,富邦美債20年 ,20181218,    38.6257,    38.6450,      302
00679B ,元大美債20年 ,20181218,    36.6233,    36.6912,      496
00697B ,元大美債7-10 ,20181218,    38.2788,    38.3467,      538
00687B ,國泰20年美債 ,20181218,    38.1704,    38.2867,     1076
00694B ,富邦美債1-3  ,20181218,    39.7403,    39.7403,      300
00695B ,富邦美債7-10 ,20181218,    36.1969,    36.3719,      355
00719B ,元大美債1-3  ,20181218,    31.3414,    31.3708,      451
00696B ,富邦美債20年 ,20181219,    38.7992,    38.8570,      304
00679B ,元大美債20年 ,20181219,    36.8368,    36.8853,      505
00697B ,元大美債7-10 ,20181219,    38.3855,    38.3855,      450
00687B ,國泰20年美債 ,20181219,    38.5385,    38.4707,      542
00694B ,富邦美債1-3  ,20181219,    39.7598,    39.7208,      304
00695B ,富邦美債7-10 ,20181219,    36.3535,    36.4456,      438
00719B ,元大美債1-3  ,20181219,    31.4003,    31.3315,      451
00696B ,富邦美債20年 ,20181220,    39.2522,    39.4160,    52303
00679B ,元大美債20年 ,20181220,    37.2541,    37.5258,    23521
00697B ,元大美債7-10 ,20181220,    38.5503,    38.5115,      450
00687B ,國泰20年美債 ,20181220,    38.9939,    39.1489,    38255
00694B ,富邦美債1-3  ,20181220,    39.7598,    39.7501,      305
00695B ,富邦美債7-10 ,20181220,    36.4456,    36.5838,      324
00719B ,元大美債1-3  ,20181220,    31.3315,    31.3414,      450
00696B ,富邦美債20年 ,20181221,    38.9823,    39.0112,      303
00679B ,元大美債20年 ,20181221,    37.2153,    37.0018,     7732
00697B ,元大美債7-10 ,20181221,    38.5600,    38.4049,      451
00687B ,國泰20年美債 ,20181221,    38.6354,    38.5676,      236
00694B ,富邦美債1-3  ,20181221,    39.6721,    39.6916,      301
00695B ,富邦美債7-10 ,20181221,    36.3996,    36.4272,      331
00719B ,元大美債1-3  ,20181221,    31.3021,    31.3021,      461
00696B ,富邦美債20年 ,20181222,    38.9630,    39.0883,      202
00679B ,元大美債20年 ,20181222,    37.0600,    37.1376,      470
00697B ,元大美債7-10 ,20181222,    38.5212,    38.4921,      450
00687B ,國泰20年美債 ,20181222,    38.5579,    38.4610,      233
00694B ,富邦美債1-3  ,20181222,    39.7598,    39.7696,      200
00695B ,富邦美債7-10 ,20181222,    36.4272,    36.4456,      205
00719B ,元大美債1-3  ,20181222,    31.3021,    31.2923,      459
00696B ,富邦美債20年 ,20181224,    39.1365,    39.0980,      305
00679B ,元大美債20年 ,20181224,    37.1667,    37.1473,      457
00697B ,元大美債7-10 ,20181224,    38.4921,    38.5018,      564
00687B ,國泰20年美債 ,20181224,    38.6839,    38.6160,      204
00694B ,富邦美債1-3  ,20181224,    39.7598,    39.7598,      310
00695B ,富邦美債7-10 ,20181224,    36.4456,    36.6391,      320
00719B ,元大美債1-3  ,20181224,    31.2923,    31.2333,      450
00696B ,富邦美債20年 ,20181225,    39.4738,    39.3196,      301
00679B ,元大美債20年 ,20181225,    37.4385,    37.3220,      458
00697B ,元大美債7-10 ,20181225,    38.5406,    38.5794,      451
00687B ,國泰20年美債 ,20181225,    39.0133,    38.9745,      219
00694B ,富邦美債1-3  ,20181225,    39.8086,    39.8086,      300
00695B ,富邦美債7-10 ,20181225,    36.7128,    36.8510,      482
00719B ,元大美債1-3  ,20181225,    31.2333,    31.2333,      451
00696B ,富邦美債20年 ,20181226,    39.3389,    39.3774,      310
00679B ,元大美債20年 ,20181226,    37.3123,    37.4482,      836
00697B ,元大美債7-10 ,20181226,    38.5697,    38.6085,      454
00687B ,國泰20年美債 ,20181226,    38.8970,    38.9939,      223
00694B ,富邦美債1-3  ,20181226,    39.8476,    39.8574,      338
00695B ,富邦美債7-10 ,20181226,    36.6299,    36.7404,      321
00719B ,元大美債1-3  ,20181226,    31.2333,    31.2235,      461
00696B ,富邦美債20年 ,20181227,    39.0305,    38.9245,      302
00679B ,元大美債20年 ,20181227,    37.0600,    37.1279,      453
00697B ,元大美債7-10 ,20181227,    38.3952,    38.4436,      450
00687B ,國泰20年美債 ,20181227,    38.5773,    38.6064,      201
00694B ,富邦美債1-3  ,20181227,    39.7793,    39.7501,      401
00695B ,富邦美債7-10 ,20181227,    36.4825,    36.4456,      321
00719B ,元大美債1-3  ,20181227,    31.2137,    31.2039,      450
00696B ,富邦美債20年 ,20181228,    38.9438,    38.9341,      305
00679B ,元大美債20年 ,20181228,    37.0309,    36.9921,      469
00697B ,元大美債7-10 ,20181228,    38.5697,    38.4921,      500
00687B ,國泰20年美債 ,20181228,    38.4998,    38.4514,      205
00694B ,富邦美債1-3  ,20181228,    39.7208,    39.6233,      311
00695B ,富邦美債7-10 ,20181228,    36.4364,    36.4364,      334
00719B ,元大美債1-3  ,20181228,    31.2235,    31.1646,      451
00696B ,富邦美債20年 ,20190102,    38.9341,    39.1751,    25304
00679B ,元大美債20年 ,20190102,    36.9921,    37.3026,      496
00697B ,元大美債7-10 ,20190102,    38.4921,    38.6570,      453
00687B ,國泰20年美債 ,20190102,    38.6354,    38.8195,    50156
00694B ,富邦美債1-3  ,20190102,    39.7306,    39.8476,      304
00695B ,富邦美債7-10 ,20190102,    36.5378,    36.6115,      318
00719B ,元大美債1-3  ,20190102,    31.2039,    31.2726,      457
00696B ,富邦美債20年 ,20190103,    39.6473,    39.6569,    25933
00679B ,元大美債20年 ,20190103,    37.6422,    37.7878,      923
00697B ,元大美債7-10 ,20190103,    38.8412,    39.0642,      452
00687B ,國泰20年美債 ,20190103,    39.2942,    39.2555,    60039
00694B ,富邦美債1-3  ,20190103,    39.9841,    39.9451,      310
00695B ,富邦美債7-10 ,20190103,    36.8418,    37.0353,      419
00719B ,元大美債1-3  ,20190103,    31.3806,    31.4199,      452
00696B ,富邦美債20年 ,20190104,    40.1966,    40.1773,    42303
00679B ,元大美債20年 ,20190104,    38.0013,    38.0983,    40632
00697B ,元大美債7-10 ,20190104,    39.1417,    39.1708,      507
00687B ,國泰20年美債 ,20190104,    39.7689,    39.6333,      130
00694B ,富邦美債1-3  ,20190104,    40.1304,    39.9841,      377
00695B ,富邦美債7-10 ,20190104,    37.2471,    37.1734,      310
00719B ,元大美債1-3  ,20190104,    31.4985,    31.4494,      451
00696B ,富邦美債20年 ,20190107,    39.5798,    39.6666,    23309
00679B ,元大美債20年 ,20190107,    37.5840,    37.6034,      486
00697B ,元大美債7-10 ,20190107,    38.8121,    38.9187,      463
00687B ,國泰20年美債 ,20190107,    39.0908,    39.1392,    10713
00694B ,富邦美債1-3  ,20190107,    39.9159,    39.7989,      868
00695B ,富邦美債7-10 ,20190107,    36.9247,    36.9063,      343
00719B ,元大美債1-3  ,20190107,    31.3904,    31.3021,      451
00696B ,富邦美債20年 ,20190108,    39.4545,    39.4545,     5301
00679B ,元大美債20年 ,20190108,    37.5937,    37.5937,      461
00697B ,元大美債7-10 ,20190108,    38.9187,    38.9769,      566
00687B ,國泰20年美債 ,20190108,    38.8776,    39.0326,     1425
00694B ,富邦美債1-3  ,20190108,    39.8671,    39.8671,      344
00695B ,富邦美債7-10 ,20190108,    36.8786,    36.9247,      524
00719B ,元大美債1-3  ,20190108,    31.3021,    31.3217,      451
00696B ,富邦美債20年 ,20190109,    39.3582,    39.3003,    36302
00679B ,元大美債20年 ,20190109,    37.5161,    37.4190,      461
00697B ,元大美債7-10 ,20190109,    38.6957,    38.7442,      450
00687B ,國泰20年美債 ,20190109,    38.8486,    38.8776,    37115
00694B ,富邦美債1-3  ,20190109,    39.8476,    39.8574,      305
00695B ,富邦美債7-10 ,20190109,    36.7589,    36.7128,      301
00719B ,元大美債1-3  ,20190109,    31.3315,    31.3315,      451
00696B ,富邦美債20年 ,20190110,    39.3774,    39.3678,      308
00679B ,元大美債20年 ,20190110,    37.4190,    37.4676,      481
00697B ,元大美債7-10 ,20190110,    38.8315,    38.8218,      450
00687B ,國泰20年美債 ,20190110,    38.8776,    38.8389,      108
00694B ,富邦美債1-3  ,20190110,    39.8671,    39.8476,      311
00695B ,富邦美債7-10 ,20190110,    36.8786,    36.7589,      386
00719B ,元大美債1-3  ,20190110,    31.3414,    31.2923,      452
00696B ,富邦美債20年 ,20190111,    39.0787,    39.0980,    36801
00679B ,元大美債20年 ,20190111,    37.1667,    37.1667,      525
00697B ,元大美債7-10 ,20190111,    38.6860,    38.7151,      451
00687B ,國泰20年美債 ,20190111,    38.6064,    38.6160,    37104
00694B ,富邦美債1-3  ,20190111,    39.8574,    39.8574,      321
00695B ,富邦美債7-10 ,20190111,    36.7865,    36.7404,      313
00719B ,元大美債1-3  ,20190111,    31.2726,    31.2726,      450
00696B ,富邦美債20年 ,20190114,    39.1172,    39.2714,      426
00679B ,元大美債20年 ,20190114,    37.2638,    37.3220,      568
00697B ,元大美債7-10 ,20190114,    38.9769,    38.9381,      451
00687B ,國泰20年美債 ,20190114,    38.8389,    38.8389,      100
00694B ,富邦美債1-3  ,20190114,    39.8574,    39.9159,      301
00695B ,富邦美債7-10 ,20190114,    36.7404,    36.9155,      302
00719B ,元大美債1-3  ,20190114,    31.3610,    31.3708,      466
00696B ,富邦美債20年 ,20190115,    39.1365,    39.0112,      314
00679B ,元大美債20年 ,20190115,    37.2347,    37.1376,      537
00697B ,元大美債7-10 ,20190115,    38.8606,    38.8315,      451
00687B ,國泰20年美債 ,20190115,    38.6645,    38.4998,      121
00694B ,富邦美債1-3  ,20190115,    39.8476,    39.8671,      302
00695B ,富邦美債7-10 ,20190115,    36.7957,    36.7773,      304
00719B ,元大美債1-3  ,20190115,    31.3708,    31.3217,      451
00696B ,富邦美債20年 ,20190116,    39.0016,    38.9823,    50310
00679B ,元大美債20年 ,20190116,    37.1182,    37.1182,      459
00697B ,元大美債7-10 ,20190116,    38.8315,    38.8509,      460
00687B ,國泰20年美債 ,20190116,    38.5095,    38.4901,      101
00694B ,富邦美債1-3  ,20190116,    39.9061,    39.9646,      308
00695B ,富邦美債7-10 ,20190116,    36.8602,    36.8694,      316
00719B ,元大美債1-3  ,20190116,    31.3610,    31.3708,      453
00696B ,富邦美債20年 ,20190117,    39.0305,    39.0305,      301
00679B ,元大美債20年 ,20190117,    37.1182,    37.1861,      496
00697B ,元大美債7-10 ,20190117,    38.9090,    38.9187,      497
00687B ,國泰20年美債 ,20190117,    38.5877,    38.5779,      124
00694B ,富邦美債1-3  ,20190117,    39.9451,    39.9451,      301
00695B ,富邦美債7-10 ,20190117,    36.8786,    36.8879,      324
00719B ,元大美債1-3  ,20190117,    31.3708,    31.3610,      450
00696B ,富邦美債20年 ,20190118,    38.9245,    39.0209,      301
00679B ,元大美債20年 ,20190118,    37.1279,    37.0988,      503
00697B ,元大美債7-10 ,20190118,    38.7830,    38.7733,      453
00687B ,國泰20年美債 ,20190118,    38.8218,    38.7633,    25171
00694B ,富邦美債1-3  ,20190118,    39.8964,    39.8671,      303
00695B ,富邦美債7-10 ,20190118,    36.7312,    36.7220,      322
00719B ,元大美債1-3  ,20190118,    31.3610,    31.3315,      451
00696B ,富邦美債20年 ,20190121,    38.8667,    38.7414,      317
00679B ,元大美債20年 ,20190121,    37.0018,    36.9824,      458
00697B ,元大美債7-10 ,20190121,    38.7054,    38.7539,      481
00687B ,國泰20年美債 ,20190121,    38.4218,    38.4218,      179
00694B ,富邦美債1-3  ,20190121,    39.8671,    39.9451,      303
00695B ,富邦美債7-10 ,20190121,    36.6483,    36.8326,      380
00719B ,元大美債1-3  ,20190121,    31.3610,    31.3806,      451
00696B ,富邦美債20年 ,20190122,    38.8956,    38.8378,      302
00679B ,元大美債20年 ,20190122,    37.0115,    37.0503,      457
00697B ,元大美債7-10 ,20190122,    38.7345,    38.7830,      451
00687B ,國泰20年美債 ,20190122,    38.4608,    38.5194,      115
00694B ,富邦美債1-3  ,20190122,    39.9451,    39.9646,      811
00695B ,富邦美債7-10 ,20190122,    36.7497,    36.8602,      336
00719B ,元大美債1-3  ,20190122,    31.3807,    31.3807,      450
00696B ,富邦美債20年 ,20190123,    39.0305,    39.0016,      303
00679B ,元大美債20年 ,20190123,    37.2541,    37.2056,      460
00697B ,元大美債7-10 ,20190123,    38.9381,    38.9090,      950
00687B ,國泰20年美債 ,20190123,    38.6267,    38.6072,    50114
00694B ,富邦美債1-3  ,20190123,    39.9841,    39.9841,      301
00695B ,富邦美債7-10 ,20190123,    36.7681,    36.9523,       18
00719B ,元大美債1-3  ,20190123,    31.4200,    31.4299,      450
00696B ,富邦美債20年 ,20190124,    39.1421,    39.1421,      300
00679B ,元大美債20年 ,20190124,    37.2153,    37.1473,      984
00697B ,元大美債7-10 ,20190124,    38.8703,    38.8993,      452
00687B ,國泰20年美債 ,20190124,    38.6560,    38.6072,      102
00694B ,富邦美債1-3  ,20190124,    39.9969,    40.0067,      938
00695B ,富邦美債7-10 ,20190124,    36.9573,    36.8296,       85
00719B ,元大美債1-3  ,20190124,    31.4496,    31.4594,      450
00696B ,富邦美債20年 ,20190125,    39.2494,    39.2494,      308
00679B ,元大美債20年 ,20190125,    37.3026,    37.2638,     1607
00697B ,元大美債7-10 ,20190125,    38.9187,    38.8993,      453
00687B ,國泰20年美債 ,20190125,    38.7926,    38.7730,      106
00694B ,富邦美債1-3  ,20190125,    40.0165,    39.9675,      310
00695B ,富邦美債7-10 ,20190125,    37.0456,    36.7706,      331
00719B ,元大美債1-3  ,20190125,    31.4496,    31.4200,      565
00696B ,富邦美債20年 ,20190128,    39.0933,    39.0640,      325
00679B ,元大美債20年 ,20190128,    37.1473,    37.0697,     1002
00697B ,元大美債7-10 ,20190128,    38.7636,    38.7151,      455
00687B ,國泰20年美債 ,20190128,    38.6852,    38.5974,      107
00694B ,富邦美債1-3  ,20190128,    39.8989,    39.8793,      312
00695B ,富邦美債7-10 ,20190128,    36.6921,    36.6135,      364
00719B ,元大美債1-3  ,20190128,    31.3905,    31.3314,      512
00696B ,富邦美債20年 ,20190129,    39.0250,    39.0250,      303
00679B ,元大美債20年 ,20190129,    37.1182,    37.0891,      844
00697B ,元大美債7-10 ,20190129,    38.7927,    38.8218,      828
00687B ,國泰20年美債 ,20190129,    38.6560,    38.6169,      102
00694B ,富邦美債1-3  ,20190129,    39.9283,    39.9283,      329
00695B ,富邦美債7-10 ,20190129,    36.7510,    36.6823,      315
00719B ,元大美債1-3  ,20190129,    31.4496,    31.3905,      450
00696B ,富邦美債20年 ,20190130,    39.1128,    39.1421,      301
00679B ,元大美債20年 ,20190130,    37.1376,    37.2153,      477
00697B ,元大美債7-10 ,20190130,    38.8315,    38.9090,      454
00687B ,國泰20年美債 ,20190130,    38.6560,    38.7243,      103
00694B ,富邦美債1-3  ,20190130,    39.9381,    39.9185,      322
00695B ,富邦美債7-10 ,20190130,    36.7412,    36.7608,      306
00719B ,元大美債1-3  ,20190130,    31.3905,    31.4004,      450
00696B ,富邦美債20年 ,20190211,    39.7177,    39.7470,      316
00679B ,元大美債20年 ,20190211,    37.3414,    37.7296,      920
