證券代碼,簡稱,年月日,開盤價(元),收盤價(元),成交量(千股)
00697B ,元大美債7-10 ,20190211,    39.0739,    39.1127,      466
00687B ,國泰20年美債 ,20190211,    39.0462,    39.2804,      116
00694B ,富邦美債1-3  ,20190211,    40.0263,    40.0556,       16
00695B ,富邦美債7-10 ,20190211,    36.8296,    37.0555,      343
00719B ,元大美債1-3  ,20190211,    31.4397,    31.4693,      450
00696B ,富邦美債20年 ,20190212,    39.6396,    39.5323,      396
00679B ,元大美債20年 ,20190212,    37.6519,    37.6131,     1135
00697B ,元大美債7-10 ,20190212,    39.1030,    39.1127,      451
00687B ,國泰20年美債 ,20190212,    39.2121,    39.0755,    37152
00694B ,富邦美債1-3  ,20190212,    40.0556,    40.0556,      311
00695B ,富邦美債7-10 ,20190212,    37.0456,    36.9474,      361
00719B ,元大美債1-3  ,20190212,    31.4102,    31.4397,      460
00696B ,富邦美債20年 ,20190213,    39.4153,    39.4445,    11206
00679B ,元大美債20年 ,20190213,    37.5355,    37.5161,     8308
00697B ,元大美債7-10 ,20190213,    39.0836,    39.0254,      456
00687B ,國泰20年美債 ,20190213,    38.9877,    38.9487,      617
00694B ,富邦美債1-3  ,20190213,    40.0458,    40.0458,      312
00695B ,富邦美債7-10 ,20190213,    36.9474,    36.9474,      325
00719B ,元大美債1-3  ,20190213,    31.4299,    31.4200,      450
00696B ,富邦美債20年 ,20190214,    39.4153,    39.3860,      411
00679B ,元大美債20年 ,20190214,    37.4870,    37.5161,     1216
00697B ,元大美債7-10 ,20190214,    39.0060,    39.0157,      450
00687B ,國泰20年美債 ,20190214,    38.9584,    38.9584,      101
00694B ,富邦美債1-3  ,20190214,    40.0263,    39.9969,      302
00695B ,富邦美債7-10 ,20190214,    36.9180,    36.9081,      314
00719B ,元大美債1-3  ,20190214,    31.4397,    31.4397,      451
00696B ,富邦美債20年 ,20190215,    39.6396,    39.6201,      627
00679B ,元大美債20年 ,20190215,    37.6325,    37.7296,      836
00697B ,元大美債7-10 ,20190215,    39.0351,    39.0836,     1052
00687B ,國泰20年美債 ,20190215,    39.2121,    39.1633,      105
00694B ,富邦美債1-3  ,20190215,    40.0458,    40.1144,      461
00695B ,富邦美債7-10 ,20190215,    37.0849,    37.0456,      820
00719B ,元大美債1-3  ,20190215,    31.5283,    31.4889,      451
00696B ,富邦美債20年 ,20190218,    39.6494,    39.6201,      323
00679B ,元大美債20年 ,20190218,    37.7490,    37.7199,     1079
00697B ,元大美債7-10 ,20190218,    39.0739,    39.0448,      450
00687B ,國泰20年美債 ,20190218,    39.2414,    39.1828,      132
00694B ,富邦美債1-3  ,20190218,    40.0458,    40.0360,      472
00695B ,富邦美債7-10 ,20190218,    37.0555,    37.0358,      481
00719B ,元大美債1-3  ,20190218,    31.4988,    31.4988,      452
00696B ,富邦美債20年 ,20190219,    39.6104,    39.5518,      302
00679B ,元大美債20年 ,20190219,    37.7199,    37.7393,      660
00697B ,元大美債7-10 ,20190219,    39.0448,    39.0254,      456
00687B ,國泰20年美債 ,20190219,    39.1536,    39.1536,      108
00694B ,富邦美債1-3  ,20190219,    40.0654,    40.0654,      351
00695B ,富邦美債7-10 ,20190219,    37.0358,    37.0358,      305
00719B ,元大美債1-3  ,20190219,    31.5283,    31.4889,      450
00696B ,富邦美債20年 ,20190220,    39.7274,    39.6982,     2853
00679B ,元大美債20年 ,20190220,    37.7393,    37.8072,    17966
00697B ,元大美債7-10 ,20190220,    39.0545,    39.0739,      450
00687B ,國泰20年美債 ,20190220,    39.2902,    39.2316,      112
00694B ,富邦美債1-3  ,20190220,    40.0654,    40.0458,      316
00695B ,富邦美債7-10 ,20190220,    37.1046,    37.0456,      310
00719B ,元大美債1-3  ,20190220,    31.4496,    31.4594,      450
00696B ,富邦美債20年 ,20190221,    39.5909,    39.5909,      300
00679B ,元大美債20年 ,20190221,    37.7781,    37.6034,      655
00697B ,元大美債7-10 ,20190221,    39.1417,    39.0060,      450
00687B ,國泰20年美債 ,20190221,    39.0755,    39.0462,      105
00694B ,富邦美債1-3  ,20190221,    40.0458,    40.0067,      334
00695B ,富邦美債7-10 ,20190221,    37.1242,    36.9965,      337
00719B ,元大美債1-3  ,20190221,    31.4496,    31.4496,      451
00696B ,富邦美債20年 ,20190222,    39.3372,    39.3079,      307
00679B ,元大美債20年 ,20190222,    37.4676,    37.4093,    28764
00697B ,元大美債7-10 ,20190222,    39.0545,    39.0254,      501
00687B ,國泰20年美債 ,20190222,    38.9487,    38.8413,      109
00694B ,富邦美債1-3  ,20190222,    40.0165,    40.0165,      348
00695B ,富邦美債7-10 ,20190222,    37.0162,    36.9769,      303
00719B ,元大美債1-3  ,20190222,    31.4988,    31.4594,      450
00696B ,富邦美債20年 ,20190225,    39.4640,    39.4250,      306
00679B ,元大美債20年 ,20190225,    37.4288,    37.5646,    19477
00697B ,元大美債7-10 ,20190225,    39.1320,    39.1805,      465
00687B ,國泰20年美債 ,20190225,    38.9779,    38.9974,      471
00694B ,富邦美債1-3  ,20190225,    40.0556,    40.0556,      300
00695B ,富邦美債7-10 ,20190225,    37.0260,    37.0260,      300
00719B ,元大美債1-3  ,20190225,    31.4594,    31.4693,      451
00696B ,富邦美債20年 ,20190226,    39.4835,    39.5226,     2811
00679B ,元大美債20年 ,20190226,    37.4579,    37.5064,    19115
00697B ,元大美債7-10 ,20190226,    39.1030,    39.0545,      451
00687B ,國泰20年美債 ,20190226,    38.9974,    38.9974,      108
00694B ,富邦美債1-3  ,20190226,    40.0654,    40.0556,      309
00695B ,富邦美債7-10 ,20190226,    37.0751,    37.0358,      324
00719B ,元大美債1-3  ,20190226,    31.4397,    31.4496,      450
00696B ,富邦美債20年 ,20190227,    39.5031,    39.5128,      432
00679B ,元大美債20年 ,20190227,    37.5743,    37.5452,     5330
00697B ,元大美債7-10 ,20190227,    39.0545,    39.0933,      452
00687B ,國泰20年美債 ,20190227,    38.9974,    38.9974,      204
00694B ,富邦美債1-3  ,20190227,    40.0556,    40.0458,      304
00695B ,富邦美債7-10 ,20190227,    37.0358,    37.0260,      323
00719B ,元大美債1-3  ,20190227,    31.5382,    31.4397,      452
00696B ,富邦美債20年 ,20190304,    38.7128,    38.7030,      329
00679B ,元大美債20年 ,20190304,    36.8368,    36.8756,     1134
00697B ,元大美債7-10 ,20190304,    38.8993,    38.8897,      451
00687B ,國泰20年美債 ,20190304,    38.3047,    38.2462,      146
00694B ,富邦美債1-3  ,20190304,    39.9185,    39.9577,      316
00695B ,富邦美債7-10 ,20190304,    36.8001,    36.7805,      319
00719B ,元大美債1-3  ,20190304,    31.5185,    31.4299,      450
00696B ,富邦美債20年 ,20190305,    38.8982,    38.9957,     2811
00679B ,元大美債20年 ,20190305,    37.1443,    37.1248,      522
00697B ,元大美債7-10 ,20190305,    38.8800,    38.9090,      450
00687B ,國泰20年美債 ,20190305,    38.4511,    38.6169,      747
00694B ,富邦美債1-3  ,20190305,    39.9577,    40.0360,      302
00695B ,富邦美債7-10 ,20190305,    36.9278,    36.9278,      305
00719B ,元大美債1-3  ,20190305,    31.4594,    31.4496,      450
00696B ,富邦美債20年 ,20190306,    39.1323,    39.2201,      350
00679B ,元大美債20年 ,20190306,    37.2029,    37.2616,    24510
00697B ,元大美債7-10 ,20190306,    38.9575,    38.9769,      452
00687B ,國泰20年美債 ,20190306,    38.6755,    38.7145,      317
00694B ,富邦美債1-3  ,20190306,    40.0654,    40.0948,      312
00695B ,富邦美債7-10 ,20190306,    36.9474,    36.9769,      331
00719B ,元大美債1-3  ,20190306,    31.4693,    31.4988,      451
00696B ,富邦美債20年 ,20190307,    39.2201,    39.2104,      304
00679B ,元大美債20年 ,20190307,    37.3202,    37.3397,      688
00697B ,元大美債7-10 ,20190307,    39.0739,    39.1417,      451
00687B ,國泰20年美債 ,20190307,    38.8511,    38.8511,      183
00694B ,富邦美債1-3  ,20190307,    40.0165,    40.0654,      302
00695B ,富邦美債7-10 ,20190307,    37.0260,    37.0456,      306
00719B ,元大美債1-3  ,20190307,    31.5185,    31.5283,      450
00696B ,富邦美債20年 ,20190308,    39.4640,    39.4640,      589
00679B ,元大美債20年 ,20190308,    37.6133,    37.6719,      465
00697B ,元大美債7-10 ,20190308,    39.2775,    39.3066,      844
00687B ,國泰20年美債 ,20190308,    39.1731,    39.1633,      558
00694B ,富邦美債1-3  ,20190308,    40.1242,    40.2124,      309
00695B ,富邦美債7-10 ,20190308,    37.2519,    37.2224,      327
00719B ,元大美債1-3  ,20190308,    31.5775,    31.5677,      451
00696B ,富邦美債20年 ,20190311,    39.6787,    39.5518,      460
00679B ,元大美債20年 ,20190311,    37.7794,    37.7012,      461
00697B ,元大美債7-10 ,20190311,    39.3066,    39.3066,      451
00687B ,國泰20年美債 ,20190311,    39.1731,    39.1731,      251
00694B ,富邦美債1-3  ,20190311,    40.1144,    40.1928,      307
00695B ,富邦美債7-10 ,20190311,    37.2715,    37.2224,      369
00719B ,元大美債1-3  ,20190311,    31.6267,    31.5677,      451
00696B ,富邦美債20年 ,20190312,    39.4835,    39.4348,      331
00679B ,元大美債20年 ,20190312,    37.6523,    37.5937,      640
00697B ,元大美債7-10 ,20190312,    39.2969,    39.2969,      465
00687B ,國泰20年美債 ,20190312,    39.1340,    39.0560,      113
00694B ,富邦美債1-3  ,20190312,    40.1242,    40.1438,      301
00695B ,富邦美債7-10 ,20190312,    37.2224,    37.2126,      624
00719B ,元大美債1-3  ,20190312,    31.5775,    31.5874,      523
00696B ,富邦美債20年 ,20190313,    39.6982,    39.7079,    13462
00679B ,元大美債20年 ,20190313,    37.8282,    37.8380,    40563
00697B ,元大美債7-10 ,20190313,    39.4714,    39.4229,      452
00687B ,國泰20年美債 ,20190313,    39.3389,    39.3682,      196
00694B ,富邦美債1-3  ,20190313,    40.1438,    40.2222,      302
00695B ,富邦美債7-10 ,20190313,    37.2519,    37.3403,      635
00719B ,元大美債1-3  ,20190313,    31.5874,    31.6267,      530
00696B ,富邦美債20年 ,20190314,    39.6104,    39.6104,      306
00679B ,元大美債20年 ,20190314,    37.8380,    37.7403,      468
00697B ,元大美債7-10 ,20190314,    39.4423,    39.3938,     1071
00687B ,國泰20年美債 ,20190314,    39.3682,    39.2511,     3090
00694B ,富邦美債1-3  ,20190314,    40.2222,    40.2320,      312
00695B ,富邦美債7-10 ,20190314,    37.3403,    37.3108,      344
00719B ,元大美債1-3  ,20190314,    31.6169,    31.6267,      455
00696B ,富邦美債20年 ,20190315,    39.4933,    39.4640,      311
00679B ,元大美債20年 ,20190315,    37.6426,    37.6523,      622
00697B ,元大美債7-10 ,20190315,    39.4229,    39.3938,      456
00687B ,國泰20年美債 ,20190315,    39.1633,    39.1145,      138
00694B ,富邦美債1-3  ,20190315,    40.1536,    40.1536,      301
00695B ,富邦美債7-10 ,20190315,    37.3108,    37.3206,      642
00719B ,元大美債1-3  ,20190315,    31.5775,    31.5775,      450
00696B ,富邦美債20年 ,20190318,    39.6104,    39.5909,      326
00679B ,元大美債20年 ,20190318,    37.7110,    37.7012,      667
00697B ,元大美債7-10 ,20190318,    39.4423,    39.4326,      451
00687B ,國泰20年美債 ,20190318,    39.3389,    39.1633,      115
00694B ,富邦美債1-3  ,20190318,    40.1830,    40.1830,      310
00695B ,富邦美債7-10 ,20190318,    37.3697,    37.3206,      539
00719B ,元大美債1-3  ,20190318,    31.5677,    31.5480,      451
00696B ,富邦美債20年 ,20190319,    39.6592,    39.5128,      307
00679B ,元大美債20年 ,20190319,    37.7012,    37.7012,      509
00697B ,元大美債7-10 ,20190319,    39.3647,    39.3550,      450
00687B ,國泰20年美債 ,20190319,    39.1731,    39.2023,      106
00694B ,富邦美債1-3  ,20190319,    40.0263,    40.0948,      332
00695B ,富邦美債7-10 ,20190319,    37.3697,    37.2814,      349
00719B ,元大美債1-3  ,20190319,    31.5185,    31.5086,      450
00696B ,富邦美債20年 ,20190320,    39.5323,    39.5128,      301
00679B ,元大美債20年 ,20190320,    37.6035,    37.6523,      885
00697B ,元大美債7-10 ,20190320,    39.3163,    39.3066,      451
00687B ,國泰20年美債 ,20190320,    39.2023,    39.1438,      136
00694B ,富邦美債1-3  ,20190320,    40.0654,    40.0948,      301
00695B ,富邦美債7-10 ,20190320,    37.2912,    37.2224,      654
00719B ,元大美債1-3  ,20190320,    31.4988,    31.5086,      450
00696B ,富邦美債20年 ,20190321,    39.7372,    39.7957,    29858
00679B ,元大美債20年 ,20190321,    37.9064,    37.9552,      566
00697B ,元大美債7-10 ,20190321,    39.5587,    39.5393,      459
00687B ,國泰20年美債 ,20190321,    39.4463,    39.5341,      252
00694B ,富邦美債1-3  ,20190321,    40.0850,    40.0654,      301
00695B ,富邦美債7-10 ,20190321,    37.4188,    37.4385,      617
00719B ,元大美債1-3  ,20190321,    31.5382,    31.5480,      450
00696B ,富邦美債20年 ,20190322,    39.9811,    39.9714,      352
00679B ,元大美債20年 ,20190322,    38.0431,    38.0236,      725
00697B ,元大美債7-10 ,20190322,    39.6132,    39.6033,      458
00687B ,國泰20年美債 ,20190322,    39.5341,    39.5731,      190
00694B ,富邦美債1-3  ,20190322,    40.1438,    40.1438,      300
00695B ,富邦美債7-10 ,20190322,    37.4385,    37.4090,      668
00719B ,元大美債1-3  ,20190322,    31.5283,    31.5480,      460
00696B ,富邦美債20年 ,20190325,    40.4884,    40.5470,      715
00679B ,元大美債20年 ,20190325,    38.6391,    38.6293,    26097
00697B ,元大美債7-10 ,20190325,    39.9481,    39.8397,      612
00687B ,國泰20年美債 ,20190325,    40.1975,    40.2073,      129
00694B ,富邦美債1-3  ,20190325,    40.2124,    40.2418,      312
00695B ,富邦美債7-10 ,20190325,    37.6349,    37.6349,      444
00719B ,元大美債1-3  ,20190325,    31.6169,    31.6267,      454
00696B ,富邦美債20年 ,20190326,    40.5275,    40.5860,      829
00679B ,元大美債20年 ,20190326,    38.6586,    38.6000,    13834
00697B ,元大美債7-10 ,20190326,    39.8102,    39.8496,      462
00687B ,國泰20年美債 ,20190326,    40.1975,    40.1000,      736
00694B ,富邦美債1-3  ,20190326,    40.2418,    40.3201,      321
00695B ,富邦美債7-10 ,20190326,    37.7626,    37.7528,      727
00719B ,元大美債1-3  ,20190326,    31.6661,    31.6563,      453
00696B ,富邦美債20年 ,20190327,    40.6640,    40.6640,      480
00679B ,元大美債20年 ,20190327,    38.6000,    38.7856,     1071
00697B ,元大美債7-10 ,20190327,    40.0269,    39.9481,      455
00687B ,國泰20年美債 ,20190327,    40.1975,    40.2268,      595
00694B ,富邦美債1-3  ,20190327,    40.3005,    40.3299,      312
00695B ,富邦美債7-10 ,20190327,    37.7528,    37.8313,      368
00719B ,元大美債1-3  ,20190327,    31.6563,    31.6661,      455
00696B ,富邦美債20年 ,20190328,    41.1323,    41.2104,      337
00679B ,元大美債20年 ,20190328,    39.2253,    39.1862,      995
00697B ,元大美債7-10 ,20190328,    40.2732,    40.1747,      455
00687B ,國泰20年美債 ,20190328,    40.9000,    40.7341,      293
00694B ,富邦美債1-3  ,20190328,    40.4279,    40.4181,      306
00695B ,富邦美債7-10 ,20190328,    38.0474,    38.0376,      348
00719B ,元大美債1-3  ,20190328,    31.7547,    31.7744,      452
00696B ,富邦美債20年 ,20190329,    41.1128,    41.0641,      308
00679B ,元大美債20年 ,20190329,    39.1373,    39.0592,     1263
00697B ,元大美債7-10 ,20190329,    40.0466,    39.9974,      477
00687B ,國泰20年美債 ,20190329,    40.6658,    40.5878,      708
00694B ,富邦美債1-3  ,20190329,    40.3691,    40.2516,      311
00695B ,富邦美債7-10 ,20190329,    37.9296,    37.8706,      401
00719B ,元大美債1-3  ,20190329,    31.6563,    31.6464,      456
00696B ,富邦美債20年 ,20190401,    40.7616,    40.9275,      309
00679B ,元大美債20年 ,20190401,    38.9810,    38.9615,      535
00697B ,元大美債7-10 ,20190401,    39.8200,    39.8890,      451
00687B ,國泰20年美債 ,20190401,    40.4024,    40.4902,   100146
00694B ,富邦美債1-3  ,20190401,    40.2516,    40.2418,      331
00695B ,富邦美債7-10 ,20190401,    37.8019,    37.7429,      368
00719B ,元大美債1-3  ,20190401,    31.5677,    31.5972,      451
00696B ,富邦美債20年 ,20190402,    40.6543,    40.7226,      307
00679B ,元大美債20年 ,20190402,    38.7075,    38.7759,      867
00697B ,元大美債7-10 ,20190402,    39.6033,    39.8003,      840
00687B ,國泰20年美債 ,20190402,    40.2463,    40.2951,      106
00694B ,富邦美債1-3  ,20190402,    40.2418,    40.2418,     1403
00695B ,富邦美債7-10 ,20190402,    37.6644,    37.5858,      442
