代碼,簡稱,年月,指數
SB23   ,美國紐約史坦普爾500股價指數,20170428,       2384.200
SB23   ,美國紐約史坦普爾500股價指數,20170501,       2388.330
SB23   ,美國紐約史坦普爾500股價指數,20170502,       2391.170
SB23   ,美國紐約史坦普爾500股價指數,20170503,       2388.130
SB23   ,美國紐約史坦普爾500股價指數,20170504,       2389.520
SB23   ,美國紐約史坦普爾500股價指數,20170505,       2399.290
SB23   ,美國紐約史坦普爾500股價指數,20170508,       2399.380
SB23   ,美國紐約史坦普爾500股價指數,20170509,       2396.920
SB23   ,美國紐約史坦普爾500股價指數,20170510,       2399.630
SB23   ,美國紐約史坦普爾500股價指數,20170511,       2394.440
SB23   ,美國紐約史坦普爾500股價指數,20170512,       2390.900
SB23   ,美國紐約史坦普爾500股價指數,20170515,       2402.320
SB23   ,美國紐約史坦普爾500股價指數,20170516,       2400.670
SB23   ,美國紐約史坦普爾500股價指數,20170517,       2357.030
SB23   ,美國紐約史坦普爾500股價指數,20170518,       2365.720
SB23   ,美國紐約史坦普爾500股價指數,20170519,       2381.730
SB23   ,美國紐約史坦普爾500股價指數,20170522,       2394.020
SB23   ,美國紐約史坦普爾500股價指數,20170523,       2398.420
SB23   ,美國紐約史坦普爾500股價指數,20170524,       2404.390
SB23   ,美國紐約史坦普爾500股價指數,20170525,       2415.070
SB23   ,美國紐約史坦普爾500股價指數,20170526,       2415.820
SB23   ,美國紐約史坦普爾500股價指數,20170530,       2412.910
SB23   ,美國紐約史坦普爾500股價指數,20170531,       2411.800
SB23   ,美國紐約史坦普爾500股價指數,20170601,       2430.060
SB23   ,美國紐約史坦普爾500股價指數,20170602,       2439.070
SB23   ,美國紐約史坦普爾500股價指數,20170605,       2436.100
SB23   ,美國紐約史坦普爾500股價指數,20170606,       2429.330
SB23   ,美國紐約史坦普爾500股價指數,20170607,       2433.140
SB23   ,美國紐約史坦普爾500股價指數,20170608,       2433.790
SB23   ,美國紐約史坦普爾500股價指數,20170609,       2431.770
SB23   ,美國紐約史坦普爾500股價指數,20170612,       2429.390
SB23   ,美國紐約史坦普爾500股價指數,20170613,       2440.350
SB23   ,美國紐約史坦普爾500股價指數,20170614,       2437.920
SB23   ,美國紐約史坦普爾500股價指數,20170615,       2432.460
SB23   ,美國紐約史坦普爾500股價指數,20170616,       2433.150
SB23   ,美國紐約史坦普爾500股價指數,20170619,       2453.460
SB23   ,美國紐約史坦普爾500股價指數,20170620,       2437.030
SB23   ,美國紐約史坦普爾500股價指數,20170621,       2435.610
SB23   ,美國紐約史坦普爾500股價指數,20170622,       2434.500
SB23   ,美國紐約史坦普爾500股價指數,20170623,       2438.300
SB23   ,美國紐約史坦普爾500股價指數,20170626,       2439.070
SB23   ,美國紐約史坦普爾500股價指數,20170627,       2419.380
SB23   ,美國紐約史坦普爾500股價指數,20170628,       2440.690
SB23   ,美國紐約史坦普爾500股價指數,20170629,       2419.700
SB23   ,美國紐約史坦普爾500股價指數,20170630,       2423.410
SB23   ,美國紐約史坦普爾500股價指數,20170703,       2429.010
SB23   ,美國紐約史坦普爾500股價指數,20170705,       2432.540
SB23   ,美國紐約史坦普爾500股價指數,20170706,       2409.750
SB23   ,美國紐約史坦普爾500股價指數,20170707,       2425.180
SB23   ,美國紐約史坦普爾500股價指數,20170710,       2427.430
SB23   ,美國紐約史坦普爾500股價指數,20170711,       2425.530
SB23   ,美國紐約史坦普爾500股價指數,20170712,       2443.250
SB23   ,美國紐約史坦普爾500股價指數,20170713,       2447.830
SB23   ,美國紐約史坦普爾500股價指數,20170714,       2459.270
SB23   ,美國紐約史坦普爾500股價指數,20170717,       2459.140
SB23   ,美國紐約史坦普爾500股價指數,20170718,       2460.610
SB23   ,美國紐約史坦普爾500股價指數,20170719,       2473.830
SB23   ,美國紐約史坦普爾500股價指數,20170720,       2473.450
SB23   ,美國紐約史坦普爾500股價指數,20170721,       2472.540
SB23   ,美國紐約史坦普爾500股價指數,20170724,       2469.910
SB23   ,美國紐約史坦普爾500股價指數,20170725,       2477.130
SB23   ,美國紐約史坦普爾500股價指數,20170726,       2477.830
SB23   ,美國紐約史坦普爾500股價指數,20170727,       2475.420
SB23   ,美國紐約史坦普爾500股價指數,20170728,       2472.100
SB23   ,美國紐約史坦普爾500股價指數,20170731,       2470.300
SB23   ,美國紐約史坦普爾500股價指數,20170801,       2476.350
SB23   ,美國紐約史坦普爾500股價指數,20170802,       2477.570
SB23   ,美國紐約史坦普爾500股價指數,20170803,       2472.160
SB23   ,美國紐約史坦普爾500股價指數,20170804,       2476.830
SB23   ,美國紐約史坦普爾500股價指數,20170807,       2480.910
SB23   ,美國紐約史坦普爾500股價指數,20170808,       2474.920
SB23   ,美國紐約史坦普爾500股價指數,20170809,       2474.020
SB23   ,美國紐約史坦普爾500股價指數,20170810,       2438.210
SB23   ,美國紐約史坦普爾500股價指數,20170811,       2441.320
SB23   ,美國紐約史坦普爾500股價指數,20170814,       2465.840
SB23   ,美國紐約史坦普爾500股價指數,20170815,       2464.610
SB23   ,美國紐約史坦普爾500股價指數,20170816,       2468.110
SB23   ,美國紐約史坦普爾500股價指數,20170817,       2430.010
SB23   ,美國紐約史坦普爾500股價指數,20170818,       2425.550
SB23   ,美國紐約史坦普爾500股價指數,20170821,       2428.370
SB23   ,美國紐約史坦普爾500股價指數,20170822,       2452.510
SB23   ,美國紐約史坦普爾500股價指數,20170823,       2444.040
SB23   ,美國紐約史坦普爾500股價指數,20170824,       2438.970
SB23   ,美國紐約史坦普爾500股價指數,20170825,       2443.050
SB23   ,美國紐約史坦普爾500股價指數,20170828,       2444.240
SB23   ,美國紐約史坦普爾500股價指數,20170829,       2446.300
SB23   ,美國紐約史坦普爾500股價指數,20170830,       2457.590
SB23   ,美國紐約史坦普爾500股價指數,20170831,       2471.650
SB23   ,美國紐約史坦普爾500股價指數,20170901,       2476.550
SB23   ,美國紐約史坦普爾500股價指數,20170905,       2457.850
SB23   ,美國紐約史坦普爾500股價指數,20170906,       2465.540
SB23   ,美國紐約史坦普爾500股價指數,20170907,       2465.100
SB23   ,美國紐約史坦普爾500股價指數,20170908,       2461.430
SB23   ,美國紐約史坦普爾500股價指數,20170911,       2488.110
SB23   ,美國紐約史坦普爾500股價指數,20170912,       2496.480
SB23   ,美國紐約史坦普爾500股價指數,20170913,       2498.370
SB23   ,美國紐約史坦普爾500股價指數,20170914,       2495.620
SB23   ,美國紐約史坦普爾500股價指數,20170915,       2500.230
SB23   ,美國紐約史坦普爾500股價指數,20170918,       2503.870
SB23   ,美國紐約史坦普爾500股價指數,20170919,       2506.650
SB23   ,美國紐約史坦普爾500股價指數,20170920,       2508.240
SB23   ,美國紐約史坦普爾500股價指數,20170921,       2500.600
SB23   ,美國紐約史坦普爾500股價指數,20170922,       2502.220
SB23   ,美國紐約史坦普爾500股價指數,20170925,       2496.660
SB23   ,美國紐約史坦普爾500股價指數,20170926,       2496.840
SB23   ,美國紐約史坦普爾500股價指數,20170927,       2507.040
SB23   ,美國紐約史坦普爾500股價指數,20170928,       2510.060
SB23   ,美國紐約史坦普爾500股價指數,20170929,       2519.360
SB23   ,美國紐約史坦普爾500股價指數,20171002,       2529.120
SB23   ,美國紐約史坦普爾500股價指數,20171003,       2534.580
SB23   ,美國紐約史坦普爾500股價指數,20171004,       2537.740
SB23   ,美國紐約史坦普爾500股價指數,20171005,       2552.070
SB23   ,美國紐約史坦普爾500股價指數,20171006,       2549.330
SB23   ,美國紐約史坦普爾500股價指數,20171009,       2544.730
SB23   ,美國紐約史坦普爾500股價指數,20171010,       2550.640
SB23   ,美國紐約史坦普爾500股價指數,20171011,       2555.240
SB23   ,美國紐約史坦普爾500股價指數,20171012,       2550.930
SB23   ,美國紐約史坦普爾500股價指數,20171013,       2553.170
SB23   ,美國紐約史坦普爾500股價指數,20171016,       2557.640
SB23   ,美國紐約史坦普爾500股價指數,20171017,       2559.360
SB23   ,美國紐約史坦普爾500股價指數,20171018,       2561.260
SB23   ,美國紐約史坦普爾500股價指數,20171019,       2562.100
SB23   ,美國紐約史坦普爾500股價指數,20171020,       2575.210
SB23   ,美國紐約史坦普爾500股價指數,20171023,       2564.980
SB23   ,美國紐約史坦普爾500股價指數,20171024,       2569.130
SB23   ,美國紐約史坦普爾500股價指數,20171025,       2557.150
SB23   ,美國紐約史坦普爾500股價指數,20171026,       2560.400
SB23   ,美國紐約史坦普爾500股價指數,20171027,       2581.070
SB23   ,美國紐約史坦普爾500股價指數,20171030,       2572.830
SB23   ,美國紐約史坦普爾500股價指數,20171031,       2575.260
SB23   ,美國紐約史坦普爾500股價指數,20171101,       2579.360
SB23   ,美國紐約史坦普爾500股價指數,20171102,       2579.850
SB23   ,美國紐約史坦普爾500股價指數,20171103,       2587.840
SB23   ,美國紐約史坦普爾500股價指數,20171106,       2591.130
SB23   ,美國紐約史坦普爾500股價指數,20171107,       2590.640
SB23   ,美國紐約史坦普爾500股價指數,20171108,       2594.380
SB23   ,美國紐約史坦普爾500股價指數,20171109,       2584.620
SB23   ,美國紐約史坦普爾500股價指數,20171110,       2582.300
SB23   ,美國紐約史坦普爾500股價指數,20171113,       2584.840
SB23   ,美國紐約史坦普爾500股價指數,20171114,       2578.870
SB23   ,美國紐約史坦普爾500股價指數,20171115,       2564.620
SB23   ,美國紐約史坦普爾500股價指數,20171116,       2585.640
SB23   ,美國紐約史坦普爾500股價指數,20171117,       2578.850
SB23   ,美國紐約史坦普爾500股價指數,20171120,       2582.140
SB23   ,美國紐約史坦普爾500股價指數,20171121,       2599.030
SB23   ,美國紐約史坦普爾500股價指數,20171122,       2597.080
SB23   ,美國紐約史坦普爾500股價指數,20171124,       2602.420
SB23   ,美國紐約史坦普爾500股價指數,20171127,       2601.420
SB23   ,美國紐約史坦普爾500股價指數,20171128,       2627.040
SB23   ,美國紐約史坦普爾500股價指數,20171129,       2626.070
SB23   ,美國紐約史坦普爾500股價指數,20171130,       2647.580
SB23   ,美國紐約史坦普爾500股價指數,20171201,       2642.220
SB23   ,美國紐約史坦普爾500股價指數,20171204,       2639.440
SB23   ,美國紐約史坦普爾500股價指數,20171205,       2629.570
SB23   ,美國紐約史坦普爾500股價指數,20171206,       2629.270
SB23   ,美國紐約史坦普爾500股價指數,20171207,       2636.980
SB23   ,美國紐約史坦普爾500股價指數,20171208,       2651.500
SB23   ,美國紐約史坦普爾500股價指數,20171211,       2659.990
SB23   ,美國紐約史坦普爾500股價指數,20171212,       2664.110
SB23   ,美國紐約史坦普爾500股價指數,20171213,       2662.850
SB23   ,美國紐約史坦普爾500股價指數,20171214,       2652.010
SB23   ,美國紐約史坦普爾500股價指數,20171215,       2675.810
SB23   ,美國紐約史坦普爾500股價指數,20171218,       2690.160
SB23   ,美國紐約史坦普爾500股價指數,20171219,       2681.470
SB23   ,美國紐約史坦普爾500股價指數,20171220,       2679.250
SB23   ,美國紐約史坦普爾500股價指數,20171221,       2684.570
SB23   ,美國紐約史坦普爾500股價指數,20171222,       2683.340
SB23   ,美國紐約史坦普爾500股價指數,20171226,       2680.500
SB23   ,美國紐約史坦普爾500股價指數,20171227,       2682.620
SB23   ,美國紐約史坦普爾500股價指數,20171228,       2687.540
SB23   ,美國紐約史坦普爾500股價指數,20171229,       2673.610
SB23   ,美國紐約史坦普爾500股價指數,20180102,       2695.810
SB23   ,美國紐約史坦普爾500股價指數,20180103,       2713.060
SB23   ,美國紐約史坦普爾500股價指數,20180104,       2723.990
SB23   ,美國紐約史坦普爾500股價指數,20180105,       2743.150
SB23   ,美國紐約史坦普爾500股價指數,20180108,       2747.710
SB23   ,美國紐約史坦普爾500股價指數,20180109,       2751.290
SB23   ,美國紐約史坦普爾500股價指數,20180110,       2748.230
SB23   ,美國紐約史坦普爾500股價指數,20180111,       2767.560
SB23   ,美國紐約史坦普爾500股價指數,20180112,       2786.240
SB23   ,美國紐約史坦普爾500股價指數,20180116,       2776.420
SB23   ,美國紐約史坦普爾500股價指數,20180117,       2802.560
SB23   ,美國紐約史坦普爾500股價指數,20180118,       2798.030
SB23   ,美國紐約史坦普爾500股價指數,20180119,       2810.300
SB23   ,美國紐約史坦普爾500股價指數,20180122,       2832.970
SB23   ,美國紐約史坦普爾500股價指數,20180123,       2839.130
SB23   ,美國紐約史坦普爾500股價指數,20180124,       2837.540
SB23   ,美國紐約史坦普爾500股價指數,20180125,       2839.250
SB23   ,美國紐約史坦普爾500股價指數,20180126,       2872.870
SB23   ,美國紐約史坦普爾500股價指數,20180129,       2853.530
SB23   ,美國紐約史坦普爾500股價指數,20180130,       2822.430
SB23   ,美國紐約史坦普爾500股價指數,20180131,       2823.810
SB23   ,美國紐約史坦普爾500股價指數,20180201,       2821.980
SB23   ,美國紐約史坦普爾500股價指數,20180202,       2762.130
SB23   ,美國紐約史坦普爾500股價指數,20180205,       2648.940
SB23   ,美國紐約史坦普爾500股價指數,20180206,       2695.140
SB23   ,美國紐約史坦普爾500股價指數,20180207,       2681.660
SB23   ,美國紐約史坦普爾500股價指數,20180208,       2581.000
SB23   ,美國紐約史坦普爾500股價指數,20180209,       2619.550
SB23   ,美國紐約史坦普爾500股價指數,20180212,       2656.000
SB23   ,美國紐約史坦普爾500股價指數,20180213,       2662.940
SB23   ,美國紐約史坦普爾500股價指數,20180214,       2698.630
SB23   ,美國紐約史坦普爾500股價指數,20180215,       2731.200
SB23   ,美國紐約史坦普爾500股價指數,20180216,       2732.220
SB23   ,美國紐約史坦普爾500股價指數,20180220,       2716.260
SB23   ,美國紐約史坦普爾500股價指數,20180221,       2701.330
SB23   ,美國紐約史坦普爾500股價指數,20180222,       2703.960
SB23   ,美國紐約史坦普爾500股價指數,20180223,       2747.300
SB23   ,美國紐約史坦普爾500股價指數,20180226,       2779.600
SB23   ,美國紐約史坦普爾500股價指數,20180227,       2744.280
SB23   ,美國紐約史坦普爾500股價指數,20180228,       2713.830
SB23   ,美國紐約史坦普爾500股價指數,20180301,       2677.670
SB23   ,美國紐約史坦普爾500股價指數,20180302,       2691.250
SB23   ,美國紐約史坦普爾500股價指數,20180305,       2720.940
SB23   ,美國紐約史坦普爾500股價指數,20180306,       2728.120
SB23   ,美國紐約史坦普爾500股價指數,20180307,       2726.800
SB23   ,美國紐約史坦普爾500股價指數,20180308,       2738.970
SB23   ,美國紐約史坦普爾500股價指數,20180309,       2786.570
SB23   ,美國紐約史坦普爾500股價指數,20180312,       2783.020
SB23   ,美國紐約史坦普爾500股價指數,20180313,       2765.310
SB23   ,美國紐約史坦普爾500股價指數,20180314,       2749.480
SB23   ,美國紐約史坦普爾500股價指數,20180315,       2747.330
SB23   ,美國紐約史坦普爾500股價指數,20180316,       2752.010
SB23   ,美國紐約史坦普爾500股價指數,20180319,       2712.920
SB23   ,美國紐約史坦普爾500股價指數,20180320,       2716.940
SB23   ,美國紐約史坦普爾500股價指數,20180321,       2711.930
SB23   ,美國紐約史坦普爾500股價指數,20180322,       2643.690
SB23   ,美國紐約史坦普爾500股價指數,20180323,       2588.260
SB23   ,美國紐約史坦普爾500股價指數,20180326,       2658.550
SB23   ,美國紐約史坦普爾500股價指數,20180327,       2612.620
SB23   ,美國紐約史坦普爾500股價指數,20180328,       2605.000
SB23   ,美國紐約史坦普爾500股價指數,20180329,       2640.870
SB23   ,美國紐約史坦普爾500股價指數,20180402,       2581.880
SB23   ,美國紐約史坦普爾500股價指數,20180403,       2614.450
SB23   ,美國紐約史坦普爾500股價指數,20180404,       2644.690
SB23   ,美國紐約史坦普爾500股價指數,20180405,       2662.840
SB23   ,美國紐約史坦普爾500股價指數,20180406,       2604.470
SB23   ,美國紐約史坦普爾500股價指數,20180409,       2613.160
SB23   ,美國紐約史坦普爾500股價指數,20180410,       2656.870
SB23   ,美國紐約史坦普爾500股價指數,20180411,       2642.190
SB23   ,美國紐約史坦普爾500股價指數,20180412,       2663.990
SB23   ,美國紐約史坦普爾500股價指數,20180413,       2656.300
SB23   ,美國紐約史坦普爾500股價指數,20180416,       2677.840
SB23   ,美國紐約史坦普爾500股價指數,20180417,       2706.390
SB23   ,美國紐約史坦普爾500股價指數,20180418,       2708.640
SB23   ,美國紐約史坦普爾500股價指數,20180419,       2693.130
SB23   ,美國紐約史坦普爾500股價指數,20180420,       2670.140
SB23   ,美國紐約史坦普爾500股價指數,20180423,       2670.290
SB23   ,美國紐約史坦普爾500股價指數,20180424,       2634.560
SB23   ,美國紐約史坦普爾500股價指數,20180425,       2639.400
SB23   ,美國紐約史坦普爾500股價指數,20180426,       2666.940
SB23   ,美國紐約史坦普爾500股價指數,20180427,       2669.910
SB23   ,美國紐約史坦普爾500股價指數,20180430,       2648.050
SB23   ,美國紐約史坦普爾500股價指數,20180501,       2654.800
SB23   ,美國紐約史坦普爾500股價指數,20180502,       2635.670
SB23   ,美國紐約史坦普爾500股價指數,20180503,       2629.730
SB23   ,美國紐約史坦普爾500股價指數,20180504,       2663.420
SB23   ,美國紐約史坦普爾500股價指數,20180507,       2672.630
SB23   ,美國紐約史坦普爾500股價指數,20180508,       2671.920
SB23   ,美國紐約史坦普爾500股價指數,20180509,       2697.790
SB23   ,美國紐約史坦普爾500股價指數,20180510,       2723.070
SB23   ,美國紐約史坦普爾500股價指數,20180511,       2727.720
SB23   ,美國紐約史坦普爾500股價指數,20180514,       2730.130
SB23   ,美國紐約史坦普爾500股價指數,20180515,       2711.450
SB23   ,美國紐約史坦普爾500股價指數,20180516,       2722.460
SB23   ,美國紐約史坦普爾500股價指數,20180517,       2720.130
SB23   ,美國紐約史坦普爾500股價指數,20180518,       2712.970
SB23   ,美國紐約史坦普爾500股價指數,20180521,       2733.010
SB23   ,美國紐約史坦普爾500股價指數,20180522,       2724.440
SB23   ,美國紐約史坦普爾500股價指數,20180523,       2733.290
SB23   ,美國紐約史坦普爾500股價指數,20180524,       2727.760
SB23   ,美國紐約史坦普爾500股價指數,20180525,       2721.330
SB23   ,美國紐約史坦普爾500股價指數,20180529,       2689.860
SB23   ,美國紐約史坦普爾500股價指數,20180530,       2724.010
SB23   ,美國紐約史坦普爾500股價指數,20180531,       2705.270
SB23   ,美國紐約史坦普爾500股價指數,20180601,       2734.620
SB23   ,美國紐約史坦普爾500股價指數,20180604,       2746.870
SB23   ,美國紐約史坦普爾500股價指數,20180605,       2748.800
SB23   ,美國紐約史坦普爾500股價指數,20180606,       2772.350
SB23   ,美國紐約史坦普爾500股價指數,20180607,       2770.370
SB23   ,美國紐約史坦普爾500股價指數,20180608,       2779.030
SB23   ,美國紐約史坦普爾500股價指數,20180611,       2782.000
SB23   ,美國紐約史坦普爾500股價指數,20180612,       2786.850
SB23   ,美國紐約史坦普爾500股價指數,20180613,       2775.630
SB23   ,美國紐約史坦普爾500股價指數,20180614,       2782.490
SB23   ,美國紐約史坦普爾500股價指數,20180615,       2779.660
SB23   ,美國紐約史坦普爾500股價指數,20180618,       2773.750
SB23   ,美國紐約史坦普爾500股價指數,20180619,       2762.590
SB23   ,美國紐約史坦普爾500股價指數,20180620,       2767.320
SB23   ,美國紐約史坦普爾500股價指數,20180621,       2749.760
SB23   ,美國紐約史坦普爾500股價指數,20180622,       2754.880
SB23   ,美國紐約史坦普爾500股價指數,20180625,       2717.070
SB23   ,美國紐約史坦普爾500股價指數,20180626,       2723.060
SB23   ,美國紐約史坦普爾500股價指數,20180627,       2699.630
SB23   ,美國紐約史坦普爾500股價指數,20180628,       2716.310
SB23   ,美國紐約史坦普爾500股價指數,20180629,       2718.370
SB23   ,美國紐約史坦普爾500股價指數,20180702,       2726.710
SB23   ,美國紐約史坦普爾500股價指數,20180703,       2713.220
SB23   ,美國紐約史坦普爾500股價指數,20180705,       2736.610
SB23   ,美國紐約史坦普爾500股價指數,20180706,       2759.820
SB23   ,美國紐約史坦普爾500股價指數,20180709,       2784.170
SB23   ,美國紐約史坦普爾500股價指數,20180710,       2793.840
SB23   ,美國紐約史坦普爾500股價指數,20180711,       2774.020
SB23   ,美國紐約史坦普爾500股價指數,20180712,       2798.290
SB23   ,美國紐約史坦普爾500股價指數,20180713,       2801.310
SB23   ,美國紐約史坦普爾500股價指數,20180716,       2798.430
SB23   ,美國紐約史坦普爾500股價指數,20180717,       2809.550
SB23   ,美國紐約史坦普爾500股價指數,20180718,       2815.620
SB23   ,美國紐約史坦普爾500股價指數,20180719,       2804.490
SB23   ,美國紐約史坦普爾500股價指數,20180720,       2801.830
SB23   ,美國紐約史坦普爾500股價指數,20180723,       2806.980
SB23   ,美國紐約史坦普爾500股價指數,20180724,       2820.400
SB23   ,美國紐約史坦普爾500股價指數,20180725,       2846.070
SB23   ,美國紐約史坦普爾500股價指數,20180726,       2837.440
SB23   ,美國紐約史坦普爾500股價指數,20180727,       2818.820
SB23   ,美國紐約史坦普爾500股價指數,20180730,       2802.600
SB23   ,美國紐約史坦普爾500股價指數,20180731,       2816.290
SB23   ,美國紐約史坦普爾500股價指數,20180801,       2813.360
SB23   ,美國紐約史坦普爾500股價指數,20180802,       2827.220
SB23   ,美國紐約史坦普爾500股價指數,20180803,       2840.350
SB23   ,美國紐約史坦普爾500股價指數,20180806,       2850.400
SB23   ,美國紐約史坦普爾500股價指數,20180807,       2858.450
SB23   ,美國紐約史坦普爾500股價指數,20180808,       2857.700
SB23   ,美國紐約史坦普爾500股價指數,20180809,       2853.580
SB23   ,美國紐約史坦普爾500股價指數,20180810,       2833.280
SB23   ,美國紐約史坦普爾500股價指數,20180813,       2821.930
SB23   ,美國紐約史坦普爾500股價指數,20180814,       2839.960
SB23   ,美國紐約史坦普爾500股價指數,20180815,       2818.370
SB23   ,美國紐約史坦普爾500股價指數,20180816,       2840.690
SB23   ,美國紐約史坦普爾500股價指數,20180817,       2850.130
SB23   ,美國紐約史坦普爾500股價指數,20180820,       2857.050
SB23   ,美國紐約史坦普爾500股價指數,20180821,       2862.960
SB23   ,美國紐約史坦普爾500股價指數,20180822,       2861.820
SB23   ,美國紐約史坦普爾500股價指數,20180823,       2856.980
SB23   ,美國紐約史坦普爾500股價指數,20180824,       2874.690
SB23   ,美國紐約史坦普爾500股價指數,20180827,       2896.740
SB23   ,美國紐約史坦普爾500股價指數,20180828,       2897.520
SB23   ,美國紐約史坦普爾500股價指數,20180829,       2914.040
SB23   ,美國紐約史坦普爾500股價指數,20180830,       2901.130
SB23   ,美國紐約史坦普爾500股價指數,20180831,       2901.520
SB23   ,美國紐約史坦普爾500股價指數,20180904,       2896.720
SB23   ,美國紐約史坦普爾500股價指數,20180905,       2888.600
SB23   ,美國紐約史坦普爾500股價指數,20180906,       2878.050
SB23   ,美國紐約史坦普爾500股價指數,20180907,       2871.680
SB23   ,美國紐約史坦普爾500股價指數,20180910,       2877.130
SB23   ,美國紐約史坦普爾500股價指數,20180911,       2887.890
SB23   ,美國紐約史坦普爾500股價指數,20180912,       2888.920
SB23   ,美國紐約史坦普爾500股價指數,20180913,       2904.180
SB23   ,美國紐約史坦普爾500股價指數,20180914,       2904.980
SB23   ,美國紐約史坦普爾500股價指數,20180917,       2888.800
SB23   ,美國紐約史坦普爾500股價指數,20180918,       2904.310
SB23   ,美國紐約史坦普爾500股價指數,20180919,       2907.950
SB23   ,美國紐約史坦普爾500股價指數,20180920,       2930.750
SB23   ,美國紐約史坦普爾500股價指數,20180921,       2929.670
SB23   ,美國紐約史坦普爾500股價指數,20180924,       2919.370
SB23   ,美國紐約史坦普爾500股價指數,20180925,       2915.560
SB23   ,美國紐約史坦普爾500股價指數,20180926,       2905.970
SB23   ,美國紐約史坦普爾500股價指數,20180927,       2914.000
SB23   ,美國紐約史坦普爾500股價指數,20180928,       2913.980
SB23   ,美國紐約史坦普爾500股價指數,20181001,       2924.590
SB23   ,美國紐約史坦普爾500股價指數,20181002,       2923.430
SB23   ,美國紐約史坦普爾500股價指數,20181003,       2925.510
SB23   ,美國紐約史坦普爾500股價指數,20181004,       2901.610
SB23   ,美國紐約史坦普爾500股價指數,20181005,       2885.570
SB23   ,美國紐約史坦普爾500股價指數,20181008,       2884.430
SB23   ,美國紐約史坦普爾500股價指數,20181009,       2880.340
SB23   ,美國紐約史坦普爾500股價指數,20181010,       2785.680
SB23   ,美國紐約史坦普爾500股價指數,20181011,       2728.370
SB23   ,美國紐約史坦普爾500股價指數,20181012,       2767.130
SB23   ,美國紐約史坦普爾500股價指數,20181015,       2750.790
SB23   ,美國紐約史坦普爾500股價指數,20181016,       2809.920
SB23   ,美國紐約史坦普爾500股價指數,20181017,       2809.210
SB23   ,美國紐約史坦普爾500股價指數,20181018,       2768.780
SB23   ,美國紐約史坦普爾500股價指數,20181019,       2767.780
SB23   ,美國紐約史坦普爾500股價指數,20181022,       2755.880
SB23   ,美國紐約史坦普爾500股價指數,20181023,       2740.690
SB23   ,美國紐約史坦普爾500股價指數,20181024,       2656.100
SB23   ,美國紐約史坦普爾500股價指數,20181025,       2705.570
SB23   ,美國紐約史坦普爾500股價指數,20181026,       2658.690
SB23   ,美國紐約史坦普爾500股價指數,20181029,       2641.250
SB23   ,美國紐約史坦普爾500股價指數,20181030,       2682.630
SB23   ,美國紐約史坦普爾500股價指數,20181031,       2711.740
SB23   ,美國紐約史坦普爾500股價指數,20181101,       2740.370
SB23   ,美國紐約史坦普爾500股價指數,20181102,       2723.060
SB23   ,美國紐約史坦普爾500股價指數,20181105,       2738.310
SB23   ,美國紐約史坦普爾500股價指數,20181106,       2755.450
SB23   ,美國紐約史坦普爾500股價指數,20181107,       2813.890
SB23   ,美國紐約史坦普爾500股價指數,20181108,       2806.830
SB23   ,美國紐約史坦普爾500股價指數,20181109,       2781.010
SB23   ,美國紐約史坦普爾500股價指數,20181112,       2726.220
SB23   ,美國紐約史坦普爾500股價指數,20181113,       2722.180
SB23   ,美國紐約史坦普爾500股價指數,20181114,       2701.580
SB23   ,美國紐約史坦普爾500股價指數,20181115,       2730.200
SB23   ,美國紐約史坦普爾500股價指數,20181116,       2736.270
SB23   ,美國紐約史坦普爾500股價指數,20181119,       2690.730
SB23   ,美國紐約史坦普爾500股價指數,20181120,       2641.890
SB23   ,美國紐約史坦普爾500股價指數,20181121,       2649.930
SB23   ,美國紐約史坦普爾500股價指數,20181123,       2632.560
SB23   ,美國紐約史坦普爾500股價指數,20181126,       2673.450
SB23   ,美國紐約史坦普爾500股價指數,20181127,       2682.170
SB23   ,美國紐約史坦普爾500股價指數,20181128,       2743.790
SB23   ,美國紐約史坦普爾500股價指數,20181129,       2737.760
SB23   ,美國紐約史坦普爾500股價指數,20181130,       2760.170
SB23   ,美國紐約史坦普爾500股價指數,20181203,       2790.370
SB23   ,美國紐約史坦普爾500股價指數,20181204,       2700.060
SB23   ,美國紐約史坦普爾500股價指數,20181206,       2695.950
SB23   ,美國紐約史坦普爾500股價指數,20181207,       2633.080
SB23   ,美國紐約史坦普爾500股價指數,20181210,       2637.720
SB23   ,美國紐約史坦普爾500股價指數,20181211,       2636.780
SB23   ,美國紐約史坦普爾500股價指數,20181212,       2651.070
SB23   ,美國紐約史坦普爾500股價指數,20181213,       2650.540
SB23   ,美國紐約史坦普爾500股價指數,20181214,       2599.950
SB23   ,美國紐約史坦普爾500股價指數,20181217,       2545.940
SB23   ,美國紐約史坦普爾500股價指數,20181218,       2546.160
SB23   ,美國紐約史坦普爾500股價指數,20181219,       2506.960
SB23   ,美國紐約史坦普爾500股價指數,20181220,       2467.420
SB23   ,美國紐約史坦普爾500股價指數,20181221,       2416.620
SB23   ,美國紐約史坦普爾500股價指數,20181224,       2351.100
SB23   ,美國紐約史坦普爾500股價指數,20181226,       2467.700
SB23   ,美國紐約史坦普爾500股價指數,20181227,       2488.830
SB23   ,美國紐約史坦普爾500股價指數,20181228,       2485.740
SB23   ,美國紐約史坦普爾500股價指數,20181231,       2506.850
SB23   ,美國紐約史坦普爾500股價指數,20190102,       2510.030
